1 1 3
1 2 1
1 3 2
2 1 4
2 2 1
2 3 1
3 1 4
3 2 3 
4 1 2
5 1 2
5 2 4
5 3 1
6 1 3
6 2 5
7 1 4
7 2 1
8 1 1
8 2 1 
8 3 2
8 4 1
9 1 2
9 2 3
9 3 1
10 1 6
10 2 2
